Process_ID,BPR_Implementation,Project_Complexity,Cycle_Time,Total_Cost,Defect_Density,Customer_Satisfaction,Employee_Productivity,Resource_Utilization,Delivery_Time,On_Time_Delivery,Damaged_Packages,Fuel_Consumption,Customer_Complaints,Time,Late_Deliveries,Lost_Packages,Distance_Traveled,Vehicle_Maintenance_Cost,Employee_Turnover_Rate,Training_Hours,City,State,Latitude,Longitude
2020-01-17,After,High,30.91080748099508,40751.15654580606,7.58,4.879382021357435,1.5967601338063029,73.60208484379481,1.4056322149814553,85.51288738331893,1.6787175936406462,0.9392497254565536,0.7194177219649427,2023-01-18,0.0,0.0,1000,557.5613610848512,3.5583403075644173,10.295308425340576,Oklahoma City,OK,35.4676,-97.5164
2020-01-18,After,Low,30.49813294866928,46396.25030560831,11.28,4.100301372323264,1.4923094668901304,48.19290592327847,3.1008989567533254,90.50731621337437,0.0443886014357625,0.6307000131313323,0.0,2023-01-19,0.0,0.0,2000,857.897431830045,3.539568698913051,13.592788819264788,Fort Worth,TX,32.7555,-97.3308
2020-01-19,After,Medium,19.84840479712545,32263.46918828208,9.09,4.283234023654731,0.9299982226507956,48.93354616447211,3.994036250665819,69.23168670810914,1.937010852137548,0.9928304098359468,2.215806504245866,2023-01-20,0.0,0.0,2500,1825.848981497798,1.9695598497893545,9.825476486124868,Las Vegas,NV,36.1699,-115.1398
2020-01-20,Before,Medium,82.2776577396041,145051.47439035506,17.37,4.08407638627486,1.0030183360067968,75.48952950420814,2.5624772546202923,94.45621575259828,2.334998624910364,1.22908854585608,3.070286864484788,2023-01-21,0.7956794940490339,0.0,1000,477.5184098951723,5.919851517758676,6.950494014077501,Los Angeles,CA,34.0522,-118.2437
2020-01-21,After,Medium,20.45099359901501,56302.92351229296,13.69,4.899131875217817,1.8882014348998413,70.8097652704065,2.825844465572021,67.18651272868857,2.202233780361105,0.5301921278009477,0.8317379135713,2023-01-22,0.0,0.0,2000,632.6939409553753,1.9000236308896417,7.911354489985237,San Antonio,TX,29.4241,-98.4936
2020-01-22,Before,Medium,80.91537158727299,85254.03180702431,22.52,3.565840601522531,0.4941381229059992,73.12080598050555,3.398428026030016,90.93356346982144,4.479447463871401,1.0946918588916976,2.8212264894293027,2023-01-23,0.0,0.0,1500,1253.026712773942,10.47798013882394,4.846441445854345,San Diego,CA,32.7157,-117.1611
2020-01-23,After,High,14.76132348292342,49330.61183438944,15.56,4.589295194674615,1.7872720371526103,84.6391473987013,4.7579790193373706,65.98824309708482,0.4831944189713726,1.061040131164237,2.944909202557382,2023-01-24,0.0,0.0,2500,1321.2415115221668,4.271127479404287,12.3929677228725,Detroit,MI,42.3314,-83.0458
2020-01-24,After,Low,21.828935400097876,71178.93522360339,7.44,3.0675931583092684,0.6437225174810429,57.46202899161864,2.9300223215711134,87.34180197968088,1.2450007531254117,0.7193243783509389,0.0,2023-01-25,0.0,0.0,2000,598.2214691159043,2.367501186711417,12.336732146104632,Charlotte,NC,35.2271,-80.8431
2020-01-25,After,Low,25.893326196561983,59677.07234014587,6.15,2.784852487852684,1.0024341974941389,52.28326396736982,0.5312416040772512,80.6541159114569,0.0021860838893711,0.4021321099019933,0.8628919353297247,2023-01-26,0.0,0.0,500,118.62026135384131,1.5320758393954748,17.51457774499766,Oklahoma City,OK,35.4676,-97.5164
2020-01-26,After,High,30.61977250471961,66433.0616608934,14.17,3.8464224388830144,1.620071117138303,74.14904564929591,0.7468842400640721,72.47413752164941,1.7559214701664567,1.1920304121388394,3.522112916494285,2023-01-27,0.0,0.0,500,294.5438663941582,2.959455783684485,10.980923384247587,Seattle,WA,47.6062,-122.3321
2020-01-27,After,Low,12.890984202782215,41113.79713177505,10.06,2.491446563190326,1.4271503193871535,87.6258740832696,2.312683949273353,77.64208032685615,1.2727062152980837,0.4928346392223522,3.136864586846687,2023-01-28,0.0,0.0,1500,366.1452938947635,4.805382455892332,7.327248603826369,Philadelphia,PA,39.9526,-75.1652
2020-01-28,After,Medium,23.1886902394366,78885.245993572,6.46,3.0203302431203074,1.9130383561766495,57.77719530191101,2.328391098415832,63.06518304481864,0.3555928186808791,1.7394407736170516,0.0,2023-01-29,0.0,0.0,1500,683.7304891290746,2.367304339584097,11.486059742635,Portland,OR,45.5051,-122.675
2020-01-29,After,Low,23.26231250340413,35042.513589233335,5.68,2.673989346826279,0.85455810915074,69.86304880472468,1.260256481736628,101.3401200745552,1.4467868094727738,0.505929307342203,3.2413161057182083,2023-01-30,0.0,0.0,1000,183.34535569794824,4.173443651802247,18.726633474863046,Columbus,OH,39.9612,-82.9988
2020-01-30,After,Medium,9.94278125442274,77809.15479065022,10.34,3.893869856841179,0.7700220506228852,74.16377400165317,3.7905733653371616,59.764575437794456,0.3978082029341136,1.2295037447366712,2.1667513446969107,2023-01-31,0.0,0.0,2000,991.3465268031384,1.9469580898903749,14.467989307140844,Dallas,TX,32.7767,-96.797
2020-01-31,Before,High,70.26405541569063,97182.96668592018,19.73,4.298498112278579,0.6737171327600049,79.80562690628263,5.550112345501527,64.33942122012229,1.8695274397684791,0.6366871779484587,7.6374191483462095,2023-02-01,0.0,0.0,2500,1289.393490915166,6.8591570152105215,6.579835468719251,San Jose,CA,37.3382,-121.8863
2020-02-01,Before,Low,28.92004129752727,113214.2127280824,8.66,2.687040404247316,1.0547385349120468,38.67852334597087,7.831180903908875,93.76405080562763,2.965714136113342,2.204988079624198,7.65499759510625,2023-02-02,0.0,0.0,3500,4124.554501427511,6.316055128626556,7.305800300366229,Boston,MA,42.3601,-71.0589
2020-02-02,After,High,26.8971839770155,34050.21724556699,13.14,5.221199741898052,1.966267013382584,106.58351342935342,1.6022291171289451,52.625110839954765,0.6590029571469354,0.9767319645738148,0.8683558373788153,2023-02-03,0.704897399178061,0.0,1500,882.3915772941422,2.9917264425633934,10.043592595233848,Washington,DC,38.9072,-77.0369
2020-02-03,After,Low,23.581631710965908,49689.91088112574,11.58,2.75213097573265,1.4182180484350209,39.06382999222127,1.8664367978524743,99.62798498442866,1.142218186698798,0.7552618825584716,0.0,2023-02-04,0.0,0.0,2000,585.5356566159169,1.831811921714689,13.217452997427722,Indianapolis,IN,39.7684,-86.1581
2020-02-04,After,Medium,20.41605949662073,42594.86552113562,13.95,3.323078399114061,2.055422212522356,79.22373725627386,2.7357242619697413,55.8108652620331,1.008247633950643,0.6389480432484715,2.7030824744490825,2023-02-05,0.0,0.0,2000,634.0595436449314,3.398303364217119,13.962385945158838,Washington,DC,38.9072,-77.0369
2020-02-05,Before,High,45.28800133711998,155615.15694631415,24.63,4.36995566661282,0.5048662433778257,53.68880237018702,1.5306114788909873,79.24380483635233,5.379619869134127,1.122646993353473,6.170284639092153,2023-02-06,0.0,0.0,1000,512.855420319691,5.704261144375638,6.01172943627066,Philadelphia,PA,39.9526,-75.1652
2020-02-06,After,Low,22.557029093767515,46388.5062886017,5.28,3.0247236980634127,0.7417853506058363,50.56729605171662,1.6165874455204228,76.57630103142947,0.3161652139295591,0.7090549245705643,0.755301263684394,2023-02-07,0.0,0.0,1500,496.7475684794933,2.5971067051872847,11.239191709432715,San Francisco,CA,37.7749,-122.4194
2020-02-07,Before,Medium,71.48267714763965,134653.9318350262,13.64,3.055552990616061,1.0086598945646283,72.48072264801394,8.257716271079676,104.42706055117355,4.290028984312378,2.0350768746081744,1.0123536476376982,2023-02-08,0.0,0.0,3000,2462.468067140406,9.780884098215129,4.831666142567762,San Francisco,CA,37.7749,-122.4194
2020-02-08,Before,High,74.50709906250485,119896.96462695824,29.26,4.211914914692451,1.4233769918248045,60.88395790463456,3.646810112618274,81.93774455807393,3.4343402569079244,1.3738982039288246,4.334491955639973,2023-02-09,0.0,0.0,2000,1576.1554887049815,4.813849555914861,7.557157175424601,New York,NY,40.7128,-74.006
2020-02-09,Before,High,46.66581239123392,126915.19977319227,16.79,4.818699878515841,0.5813593082819801,76.30409539376461,6.627471505431896,61.00539761815467,3.132924720618502,1.3579695609814142,8.085403506186015,2023-02-10,0.0,0.0,3000,2267.652939894504,9.635064352841788,6.321879237650464,Denver,CO,39.7392,-104.9903
2020-02-10,Before,Low,50.31518481977744,72465.16119662252,10.79,3.4368248964443024,0.7267218553407602,40.8910952757098,2.7415907772699764,65.69633223517951,6.57534392583116,1.665427020423991,1.240794525365239,2023-02-11,0.0,0.0,1000,744.2015203870719,10.224818876432272,7.711762356872435,Houston,TX,29.7604,-95.3698
2020-02-11,Before,Low,54.944791690171805,137183.46907099176,19.77,3.5793582564905213,0.7112247634407067,56.00441996287871,3.115662191772529,60.53607612693703,3.705140272124831,1.7382747161694465,7.552632178943736,2023-02-12,0.0,0.0,1500,1176.7266886627476,8.079893869922731,6.790726496879403,Oklahoma City,OK,35.4676,-97.5164
2020-02-12,After,Low,15.914639363329757,28603.992585020867,8.7,4.115948637931407,1.04468150427413,42.312190390112725,1.7829062789441454,80.07047706403652,1.5982828526610406,0.5783478819931431,2.710684905789756,2023-02-13,0.0,0.0,2000,666.0469106533218,2.03936149569756,11.19358192499574,Seattle,WA,47.6062,-122.3321
2020-02-13,After,Medium,34.17425244706574,53363.32274327402,12.93,4.376819161105272,1.7097851158980917,51.53644589118683,0.9368491442991514,68.14761266768991,1.5507210499579376,0.642634872036426,0.0,2023-02-14,0.5801211599577417,0.0,500,125.062242282718,1.7853197003026129,11.341272919914664,Washington,DC,38.9072,-77.0369
2020-02-14,After,Low,25.263646504775004,51714.60946243943,8.98,3.084100721724329,1.3945100984563947,47.19555679893876,2.9497297085396035,79.74674493842652,1.698533076281606,1.1846012640743373,0.0,2023-02-15,0.0,0.0,2000,749.7604468145558,1.8912266752592264,13.91428834539972,Baltimore,MD,39.2904,-76.6122
2020-02-15,After,High,30.385832067215578,43671.02505093791,16.91,4.620745924690457,1.696631774854921,109.3534750775238,1.1502258791515734,54.33306958663301,1.8292259624569989,1.013389378289554,0.0,2023-02-16,0.0,0.0,1000,717.3031969273362,3.190782785959198,10.63720713080846,Washington,DC,38.9072,-77.0369
2020-02-16,After,High,24.40049405232832,50174.81852539829,16.25,4.670655745530782,1.1644966929816694,89.516207588163,1.6134590930012018,80.97794863920836,1.66628482129588,0.6487506376800661,1.4063892541784078,2023-02-17,0.0,0.0,1000,256.20600786412894,2.224135982341915,11.642229570227991,Washington,DC,38.9072,-77.0369
2020-02-17,Before,Low,71.2736512703685,90993.52551478926,16.24,2.73098631190946,0.8654937658586793,38.28648254011635,2.1848035966485875,72.88233213318495,4.654735683126799,1.1800371370657503,11.366007351908122,2023-02-18,0.0,0.0,1000,541.0881431801763,8.001783826226905,4.550807459960639,Charlotte,NC,35.2271,-80.8431
2020-02-18,After,Low,26.16982317890085,42570.94004335747,7.19,5.090023477593385,0.6267826856071536,66.49655371065376,1.8374164667172443,70.25445044733664,0.3022957583359371,1.1422959445320586,1.6082771770101494,2023-02-19,0.8804096825682816,0.0,1000,553.4997524457768,4.141206386357849,11.303975714867471,San Diego,CA,32.7157,-117.1611
2020-02-19,After,High,22.41952940314338,59545.67827630056,17.64,5.6879025167079,1.0171566416077156,60.419417134072496,3.754238585227375,82.34135605112371,0.1908023573334491,1.2944361503536903,2.5946802518117424,2023-02-20,0.0,0.0,2500,1550.8597911144705,3.494572395308693,10.931584520284565,New York,NY,40.7128,-74.006
2020-02-20,Before,Medium,58.80095838967435,178045.55689519548,20.4,3.736052099114392,1.1889353599607253,43.48050128240166,2.340610195594026,74.68166280469897,4.246678055631468,1.5568311978473608,2.2759177846797383,2023-02-21,0.0,0.0,1500,878.031093278694,4.495777225125365,7.218457568627715,Los Angeles,CA,34.0522,-118.2437
2020-02-21,After,Low,23.402901615890027,53375.57007618879,8.94,3.2103186498121685,0.6297370628050248,57.86429303887997,2.7030760597855803,88.60385588942867,0.0443057947361987,0.5823451965297203,2.685233385558899,2023-02-22,0.0,0.0,2000,696.5640984931616,2.272064063412293,8.08705226367432,San Jose,CA,37.3382,-121.8863
2020-02-22,Before,Low,72.14406897590263,79481.61072716577,19.78,3.834907818031781,0.6571171977646045,49.362498981000485,6.1723950240249765,54.77539513246116,3.9686510543373914,2.5113157519588247,4.68072671616092,2023-02-23,0.0,0.0,2500,2561.786106919526,7.86683233692789,7.058816568047292,Portland,OR,45.5051,-122.675
2020-02-23,After,High,29.26874689507736,43885.24860059116,13.02,5.54504001935112,1.9068168942489776,69.97497862141945,3.383351105114002,61.50359997417152,0.5403570810174738,0.3837129623154711,1.373426347223169,2023-02-24,0.0,0.0,2000,465.9518255773902,1.8792766498505165,17.395483899627227,New York,NY,40.7128,-74.006
2020-02-24,Before,Low,86.27887017876152,148515.05694050094,9.97,1.7985370538422398,0.4065299894384385,61.07432360477091,6.108197833341241,62.13247870395387,3.267260136491933,1.0796721352561447,10.481201309885224,2023-02-25,1.3559531913064409,0.0,2500,826.6373966156967,10.993302946901723,6.377772719790935,Austin,TX,30.2672,-97.7431
2020-02-25,After,Medium,15.719028452523329,49344.15218735529,6.8,3.603406873269573,0.8209354356381553,90.91370828374646,3.159594656004396,126.82975824264838,1.3148546968399226,0.9472722539093,2.460972679375188,2023-02-26,0.0,0.0,2500,1144.8968420641834,2.6339779987016065,9.53965073146356,Boston,MA,42.3601,-71.0589
2020-02-26,After,High,19.109289299613568,90768.68065437292,10.77,3.5978973650153256,1.5816121964097092,74.35518412885484,1.7183159032104804,78.24638073940798,2.5493743319134365,1.0113242362441508,0.0,2023-02-27,0.0,0.0,1500,834.2201541195662,3.079129350926551,14.998126736488386,Detroit,MI,42.3314,-83.0458
2020-02-27,Before,Low,41.09997319455463,114038.12780623432,23.57,2.319819370112405,0.5588233898407402,49.83354914706604,6.224899024072917,64.81026521307804,1.0466669702159614,1.371130081697708,11.802926910540178,2023-02-28,0.0,0.0,3500,2612.1699177519968,8.194775515489937,4.234598456459018,Houston,TX,29.7604,-95.3698
2020-02-28,Before,High,66.84124760143831,198461.9992684238,15.35,3.640691593391297,0.9246593747222598,72.56790739953948,2.308491894414726,69.25268279370052,4.404317876760955,1.2822029614131505,7.700981499915321,2023-03-01,0.0,0.0,1000,639.9898494534776,7.325649853239257,5.7325057311335375,Jacksonville,FL,30.3322,-81.6557
2020-02-29,Before,Low,56.05939170137337,118706.2600290349,18.77,3.195814470143357,0.4254202173557165,70.3108791827831,5.231623317729448,62.42101806263344,6.141016710174319,1.2323856928764123,1.320859635654137,2023-03-02,0.9292346833276328,0.0,2500,2359.8179218619825,7.454191795495044,7.32099963354529,Denver,CO,39.7392,-104.9903
2020-03-01,Before,Low,55.43334761783827,59263.745115654776,21.89,2.9772445635842515,0.5974099802166286,50.370737395855,4.160341850735687,85.38014197771416,1.5082547594276858,1.1361266058703396,8.359734169414219,2023-03-03,0.0,0.0,1500,1184.8801004526376,6.130173678796834,6.335959056702658,Detroit,MI,42.3314,-83.0458
2020-03-02,Before,Low,43.71066661051125,153444.39344473073,8.28,2.386853641657115,0.9557706856134962,38.0654878814296,4.083889847378213,102.79971931445009,4.978692128768985,1.424823008160412,5.790957472137212,2023-03-04,0.0,0.0,2500,2370.397073857056,7.380314392709231,6.235262101270744,Louisville,KY,38.2527,-85.7585
2020-03-03,Before,Medium,106.48582238246784,211972.5721797025,12.26,2.873000532197121,1.6741984789432784,60.67793427942625,3.53822725744955,77.84334927745535,2.893875897890967,1.5200066188962236,11.555304918048368,2023-03-05,0.0,0.0,1500,1324.8982742142823,5.7047766107816535,8.067568228216011,Chicago,IL,41.8781,-87.6298
2020-03-04,Before,Medium,60.69318218803064,106098.52077686683,26.54,4.892968061161196,1.1250355975151378,66.59729809707122,5.776756795639487,64.68503285394688,2.410900293938982,1.105322183271465,3.2220130615157663,2023-03-06,0.0,0.0,3500,2306.005876466577,12.15928168977856,7.097977738144011,New York,NY,40.7128,-74.006
2020-03-05,Before,High,44.63590640575346,70700.9889581157,13.16,4.687397944318245,0.7913627374616915,99.20970677063524,7.428953330749729,96.81075092933486,6.589763863448951,1.5963900372337188,2.4013533669175877,2023-03-07,1.3265591476433918,0.0,3500,2843.2024844819434,7.33680242778724,4.287901612352546,New York,NY,40.7128,-74.006
2020-03-06,After,Low,15.838747851657226,53278.14633019268,8.54,2.6949320060929614,1.5461189420716135,44.17313655164794,1.0316453428560397,76.89122161617158,0.4405816117338737,1.160248410223073,0.0,2023-03-08,0.0,0.6612051326267074,1000,593.2681212322112,1.8254492524056691,10.310563574597918,Phoenix,AZ,33.4484,-112.074
2020-03-07,After,Low,15.562145784282237,21306.12274126759,9.34,3.1678516172445934,0.9417357046403644,35.99115503343751,3.006858319334042,63.4823709290575,1.2178464593340732,0.874546209920039,2.16082498489998,2023-03-09,0.0,0.0,2000,1201.623934720738,1.9938166530192944,11.735438899541286,El Paso,TX,31.7619,-106.485
2020-03-08,Before,Medium,71.0667545659292,53357.580497036586,26.36,3.155573309137691,0.7428990198426026,67.09387427307227,6.406053421954139,75.6047402647292,5.270536216889104,2.245338199787938,3.4726941254676102,2023-03-10,0.0,0.0,3500,3449.721785102858,5.443913359620011,8.2678256149619,Philadelphia,PA,39.9526,-75.1652
2020-03-09,After,Low,15.326633175206888,28696.28053347707,6.93,4.42201908967535,1.192326305929572,41.66704581017736,3.09496158872464,54.30918182529854,0.0755990316144774,0.3899799288537307,1.0969807242550944,2023-03-11,0.0,0.0,2500,556.8398263919951,2.2952768877567253,13.093325008888575,San Antonio,TX,29.4241,-98.4936
2020-03-10,After,Medium,30.754580527952307,42246.40534301039,7.38,4.263244834886745,0.9252680264513452,67.60378137245537,1.2019591091845372,64.25361306450924,1.9518497768446577,1.567038899942882,0.8708967809888932,2023-03-12,0.0,0.0,1000,537.9794482913643,1.9080063058107848,16.4001140386872,Dallas,TX,32.7767,-96.797
2020-03-11,After,Low,10.840277208341796,23748.7280002899,9.35,2.7131031141787285,1.1601933384580474,58.16323558622866,1.326140402491684,100.80666013690154,2.1412700710106143,1.2358418456144582,0.0,2023-03-13,0.0,0.0,1000,559.8238402729202,2.18720638249438,13.846324871693453,Boston,MA,42.3601,-71.0589
2020-03-12,After,High,40.84236355145226,34957.998551644254,12.23,5.779329152584234,1.2280233103964024,108.8816830614092,3.0535883610136345,79.36728358554674,0.2692959933675901,0.9417647718432044,2.659855768808659,2023-03-14,0.0,0.0,2000,539.1520709510586,2.6346916442687824,14.065256664278614,Seattle,WA,47.6062,-122.3321
2020-03-13,Before,Low,27.880592165463657,49889.32636235777,14.38,2.4466251511883086,0.7713095894397333,40.964097877424784,3.398792458828838,59.175762355020886,5.228647734837674,1.6826549324196625,2.962718027868731,2023-03-15,0.0,0.0,1500,934.1881507528776,8.223727256488425,5.552733855168974,San Francisco,CA,37.7749,-122.4194
2020-03-14,After,Low,21.177904853007675,36533.13992809448,10.5,3.1269354855802933,1.9046523532419624,50.92476449002702,1.293655924849692,90.74450136102624,1.7124887088128853,0.6324948723975726,1.4751864673128507,2023-03-16,0.0,0.0,1000,428.2186712710984,1.850626308691324,14.658435469165829,Phoenix,AZ,33.4484,-112.074
2020-03-15,Before,Medium,58.507180004844784,147617.58311402952,10.15,4.570188526772533,1.553938412688494,59.3518065757703,9.556925292744692,79.40307813711576,4.411478327608837,1.2980628929375764,4.628384889869632,2023-03-17,0.0,0.0,3500,1811.8679874621791,8.950046458676887,4.5723493876783365,San Jose,CA,37.3382,-121.8863
2020-03-16,After,Low,19.520594963852105,55307.64604262721,4.48,3.858094095876359,1.2480616674439755,50.28314708070837,2.632414159809688,102.3801978256046,1.6041732499901886,0.5905729204143908,0.0,2023-03-18,0.0,0.0,2000,728.9375439242839,2.3171835304536588,13.96925959454622,Austin,TX,30.2672,-97.7431
2020-03-17,After,Low,30.80675464279868,61103.335213416496,6.05,3.398659218994115,1.0686159577772791,88.47969306551452,3.63016364440398,104.62213420066024,0.4545428763140057,0.4011886746757812,0.8149974653440686,2023-03-19,0.0,0.0,2000,564.6532764486745,2.925555842749733,14.86185054739487,Las Vegas,NV,36.1699,-115.1398
2020-03-18,After,Medium,11.562654452109806,82739.67782521188,5.9,3.609556655052558,1.372297561220738,60.002921444456526,0.7340695331903971,88.72970730183289,1.438467855735029,0.6664848594961986,1.5802712849487437,2023-03-20,0.0,0.0,500,137.46910825165577,2.6679488174223565,18.595795283221324,Oklahoma City,OK,35.4676,-97.5164
2020-03-19,Before,High,67.16322968660444,131696.5690045623,16.35,5.692251714650424,0.7769495904756454,78.46012666582912,7.377332232520808,77.91010374770192,5.707046117694481,1.557379144603067,1.52528500058128,2023-03-21,0.0,0.0,3500,2918.804278105021,7.374244884263492,6.383823083959142,Los Angeles,CA,34.0522,-118.2437
2020-03-20,After,High,24.22108705689972,53600.136864166016,7.28,4.6141400045125165,1.5852139010669273,119.16343780682378,3.969495619095583,77.9512691092999,1.1418892935695395,0.7725339851421332,2.753509153622564,2023-03-22,0.0,0.0,2500,816.3062182403781,2.38189220678767,12.346178109180752,Los Angeles,CA,34.0522,-118.2437
2020-03-21,Before,Medium,44.32604511673989,72647.9190838028,26.12,3.3028825680087373,0.3063292550800068,57.15069845572309,6.770677035398121,73.48575567030154,5.554258261375607,2.200405836307732,13.934423664394814,2023-03-23,0.0,0.0,3000,2707.37818592816,9.537205373055905,6.202809125437742,San Diego,CA,32.7157,-117.1611
2020-03-22,After,Medium,29.75249255759146,37997.29503773691,11.02,4.5316909075922815,1.5448733988908152,60.49192242919451,1.0791322013389066,70.74584336914951,1.3837307257069948,0.9236148023783444,1.851082547251617,2023-03-24,0.7371040959557784,0.0,1000,406.0773165398025,2.5468324251969987,19.10797151203351,San Jose,CA,37.3382,-121.8863
2020-03-23,Before,Medium,36.89008613067169,136594.8832905846,13.5,3.5036776070996085,1.1013854545665536,49.82705560348015,6.874661082398049,71.13187153871849,3.017282262142265,1.906772733768932,4.52438326636238,2023-03-25,0.0,0.0,3000,3403.989004287356,10.913841966611743,8.68343725130682,Portland,OR,45.5051,-122.675
2020-03-24,After,Medium,21.32628093216292,75801.53389339356,7.56,3.86989252651247,1.4678571178395934,85.9912021823139,1.0799983544191234,91.80836357479744,1.2862780885788077,0.9972819393140367,0.0,2023-03-26,0.0,0.0,1000,408.8443008322415,1.5820662047187244,19.4106516977805,Houston,TX,29.7604,-95.3698
